track_id,album_id,artist_id,artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres
5U0h8joKhqnuL35mIsfrcK,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Stage Door,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
2uB5Ts1AtnidAdA8Q7MJH7,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,La Quiete Dopo Un Addio,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
41jG8PJMSNMfXFKzV8DJ4s,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Haiku,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
7LWkecbMrwA3BXQA1wWXPy,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,L'Incantesimo,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
1lba6eh2ChjBQr4W8NAZA8,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,No Time No Space,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
1uVoheW0RTfZBsopq5xzBq,5M7J7onHGnZ4pL235ByUi4,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Inverno,Inneres Auge (Il Tutto E' Più Della Somma Delle Sue Parti),Album,2009-01-01,Inneres Auge (03:43)/Un'Altra Vita (03:09)/Inverno (03:28)/No Time No Space (03:14)/L'Incantesimo (03:20)/Haiku (02:36)/La Quiete Dopo Un Addio (03:23)/Stage Door (03:39)/Tibet (03:18)/'U Cuntu (02:51,https://i.scdn.co/image/ab67616d00001e02ae232077efa0804c097017ef,Classic Italian Pop/Experimental/Italian Adult Pop
2K2jnseGgmqVjooppzi0v7,4sWf0wkRfi49tW4NLxdLj2,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Veni L'Autunnu - 2008 Remaster,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Classic Italian Pop/Experimental/Italian Adult Pop
12SccVj2Jqibxc1zRuUzTC,4sWf0wkRfi49tW4NLxdLj2,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,E Ti Vengo A Cercare - Remastered 2008,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Classic Italian Pop/Experimental/Italian Adult Pop
1mkfkQmlcnWZkoZLjn2UGJ,4sWf0wkRfi49tW4NLxdLj2,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Fisiognomica - 2008 Remaster,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Classic Italian Pop/Experimental/Italian Adult Pop
6XhpfB3Fr3zmMPMq3hEx9W,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,La coscienza di Zeno,Il Fattore Precipitante,La Coscienza di Zeno,Album,2018-11-13,"Cronovisione (07:36)/Gatto Lupesco (07:23)/Nei Cerchi Del Legno (I. Pinocchio, Ii, V.i.t.r.i.o.l., Iii. L'eterna Spirale Del Destino, Iv. Radici Di Una Coscienza) (13:09)/Il Fattore Precipitante (07:00)/Il Basilisco (06:19)/Un Insolito Baratto Alchemico (07:11)/Acustica Felina (09:37)/Colofonia (08:54)/09 Il Paradiso Degli Altri (09:56)/Homeworld (The Ladder) (09:33",https://i.scdn.co/image/ab67616d00001e02d84f61c669b14f19eb058b62,Italian Modern Prog/Italian Progressive Rock
